id,student_id,genre,vocabulary_and_language_complexity,sentence_structure,themes_and_content,overall,question_difficulty,question_type,correct_answer,answer_by_student,exam_hour,attention_level,student_age,student_grade,time_bound,correctness_ratio_by_student
2630,70,1,Extremely Difficult,Difficult,Difficult,Difficult,4,2,B,C,5,5,9,4,in_time_bound,0.214285714
2631,71,1,Difficult,Difficult,Moderate,Difficult,4,2,B,A,3,8,10,5,in_time_bound,0.568421053
2634,73,1,Difficult,Difficult,Moderate,Difficult,4,2,B,D,3,8,10,5,in_time_bound,0.363636364
2624,84,1,Moderate,Moderate,Moderate,Moderate,4,2,B,A,3,8,10,6,in_time_bound,0.32
2640,1,1,Extremely Difficult,Extremely Difficult,Extremely Difficult,Extremely Difficult,4,2,C,NotAttended,3,8,7,3,in_time_bound,0.549883991
2647,11,1,Extremely Difficult,Difficult,Difficult,Difficult,4,2,C,A,3,8,9,4,in_time_bound,0.552763819
2639,31,1,Extremely Difficult,Difficult,Difficult,Difficult,4,2,C,C,5,5,9,4,in_time_bound,0.35042735
2645,32,1,Difficult,Difficult,Moderate,Difficult,4,2,C,A,3,8,10,5,in_time_bound,0.647887324
2655,33,1,Difficult,Difficult,Moderate,Difficult,4,2,C,NotAttended,5,5,10,5,in_time_bound,0.637554585
2646,34,1,Difficult,Difficult,Moderate,Difficult,4,2,C,C,5,5,10,5,in_time_bound,0.598802395
2644,36,1,Difficult,Difficult,Moderate,Difficult,4,2,C,A,5,5,10,5,in_time_bound,0.35
2651,39,1,Difficult,Difficult,Moderate,Difficult,4,2,C,C,3,8,10,5,in_time_bound,0.383333333
2652,40,1,Difficult,Difficult,Moderate,Difficult,4,2,C,D,3,8,10,5,in_time_bound,0.4
2642,41,1,Difficult,Difficult,Moderate,Difficult,4,2,C,C,5,5,10,5,in_time_bound,0.621052632
2638,61,1,Difficult,Difficult,Moderate,Difficult,4,2,C,D,5,5,10,5,in_time_bound,0.475
2641,64,1,Difficult,Difficult,Moderate,Difficult,4,2,C,D,5,5,10,5,in_time_bound,0.657142857
2654,67,1,Difficult,Difficult,Moderate,Difficult,4,2,C,C,3,8,10,5,in_time_bound,0.485714286
2656,68,1,Moderate,Moderate,Moderate,Moderate,4,2,C,B,3,8,11,6,in_time_bound,0.228571429
2648,69,1,Difficult,Difficult,Moderate,Difficult,4,2,C,A,5,5,10,5,in_time_bound,0.271428571
2649,70,1,Extremely Difficult,Difficult,Difficult,Difficult,4,2,C,D,5,5,9,4,in_time_bound,0.214285714
2650,71,1,Difficult,Difficult,Moderate,Difficult,4,2,C,C,3,8,10,5,in_time_bound,0.568421053
2653,73,1,Difficult,Difficult,Moderate,Difficult,4,2,C,C,3,8,10,5,in_time_bound,0.363636364
2643,84,1,Moderate,Moderate,Moderate,Moderate,4,2,C,A,3,8,10,6,in_time_bound,0.32
2659,1,1,Extremely Difficult,Extremely Difficult,Extremely Difficult,Extremely Difficult,4,2,D,NotAttended,3,8,7,3,in_time_bound,0.549883991
2666,11,1,Extremely Difficult,Difficult,Difficult,Difficult,4,2,D,B,3,8,9,4,in_time_bound,0.552763819
2658,31,1,Extremely Difficult,Difficult,Difficult,Difficult,4,2,D,B,5,5,9,4,in_time_bound,0.35042735
2664,32,1,Difficult,Difficult,Moderate,Difficult,4,2,D,D,3,8,10,5,in_time_bound,0.647887324
2674,33,1,Difficult,Difficult,Moderate,Difficult,4,2,D,D,5,5,10,5,in_time_bound,0.637554585
2665,34,1,Difficult,Difficult,Moderate,Difficult,4,2,D,D,5,5,10,5,in_time_bound,0.598802395
2663,36,1,Difficult,Difficult,Moderate,Difficult,4,2,D,D,5,5,10,5,in_time_bound,0.35
2670,39,1,Difficult,Difficult,Moderate,Difficult,4,2,D,C,3,8,10,5,in_time_bound,0.383333333
2671,40,1,Difficult,Difficult,Moderate,Difficult,4,2,D,D,3,8,10,5,in_time_bound,0.4
2661,41,1,Difficult,Difficult,Moderate,Difficult,4,2,D,D,5,5,10,5,in_time_bound,0.621052632
2657,61,1,Difficult,Difficult,Moderate,Difficult,4,2,D,C,5,5,10,5,in_time_bound,0.475
2660,64,1,Difficult,Difficult,Moderate,Difficult,4,2,D,A,5,5,10,5,in_time_bound,0.657142857
2673,67,1,Difficult,Difficult,Moderate,Difficult,4,2,D,D,3,8,10,5,in_time_bound,0.485714286
2675,68,1,Moderate,Moderate,Moderate,Moderate,4,2,D,B,3,8,11,6,in_time_bound,0.228571429
2667,69,1,Difficult,Difficult,Moderate,Difficult,4,2,D,C,5,5,10,5,in_time_bound,0.271428571
2668,70,1,Extremely Difficult,Difficult,Difficult,Difficult,4,2,D,A,5,5,9,4,in_time_bound,0.214285714
2669,71,1,Difficult,Difficult,Moderate,Difficult,4,2,D,B,3,8,10,5,in_time_bound,0.568421053
2672,73,1,Difficult,Difficult,Moderate,Difficult,4,2,D,B,3,8,10,5,in_time_bound,0.363636364
2662,84,1,Moderate,Moderate,Moderate,Moderate,4,2,D,D,3,8,10,6,in_time_bound,0.32
2678,1,1,Extremely Difficult,Extremely Difficult,Extremely Difficult,Extremely Difficult,4,1,D,NotAttended,3,8,7,3,in_time_bound,0.549883991
2685,11,1,Extremely Difficult,Difficult,Difficult,Difficult,4,1,D,B,3,8,9,4,in_time_bound,0.552763819
2677,31,1,Extremely Difficult,Difficult,Difficult,Difficult,4,1,D,C,5,5,9,4,in_time_bound,0.35042735
2683,32,1,Difficult,Difficult,Moderate,Difficult,4,1,D,A,3,8,10,5,in_time_bound,0.647887324
2693,33,1,Difficult,Difficult,Moderate,Difficult,4,1,D,A,5,5,10,5,in_time_bound,0.637554585
2684,34,1,Difficult,Difficult,Moderate,Difficult,4,1,D,C,5,5,10,5,in_time_bound,0.598802395
2682,36,1,Difficult,Difficult,Moderate,Difficult,4,1,D,B,5,5,10,5,in_time_bound,0.35
2689,39,1,Difficult,Difficult,Moderate,Difficult,4,1,D,A,3,8,10,5,in_time_bound,0.383333333
2690,40,1,Difficult,Difficult,Moderate,Difficult,4,1,D,A,3,8,10,5,in_time_bound,0.4
2680,41,1,Difficult,Difficult,Moderate,Difficult,4,1,D,B,5,5,10,5,in_time_bound,0.621052632
2676,61,1,Difficult,Difficult,Moderate,Difficult,4,1,D,A,5,5,10,5,in_time_bound,0.475
2679,64,1,Difficult,Difficult,Moderate,Difficult,4,1,D,A,5,5,10,5,in_time_bound,0.657142857
2692,67,1,Difficult,Difficult,Moderate,Difficult,4,1,D,A,3,8,10,5,in_time_bound,0.485714286
2694,68,1,Moderate,Moderate,Moderate,Moderate,4,1,D,A,3,8,11,6,in_time_bound,0.228571429
2686,69,1,Difficult,Difficult,Moderate,Difficult,4,1,D,B,5,5,10,5,in_time_bound,0.271428571
2687,70,1,Extremely Difficult,Difficult,Difficult,Difficult,4,1,D,B,5,5,9,4,in_time_bound,0.214285714
2688,71,1,Difficult,Difficult,Moderate,Difficult,4,1,D,B,3,8,10,5,in_time_bound,0.568421053
2691,73,1,Difficult,Difficult,Moderate,Difficult,4,1,D,A,3,8,10,5,in_time_bound,0.363636364
2681,84,1,Moderate,Moderate,Moderate,Moderate,4,1,D,B,3,8,10,6,in_time_bound,0.32
2697,1,1,Extremely Difficult,Extremely Difficult,Extremely Difficult,Extremely Difficult,4,4,C,A,3,8,7,3,in_time_bound,0.549883991
2704,11,1,Extremely Difficult,Difficult,Difficult,Difficult,4,4,C,C,3,8,9,4,in_time_bound,0.552763819
2696,31,1,Extremely Difficult,Difficult,Difficult,Difficult,4,4,C,B,5,5,9,4,in_time_bound,0.35042735
2702,32,1,Difficult,Difficult,Moderate,Difficult,4,4,C,A,3,8,10,5,in_time_bound,0.647887324
2712,33,1,Difficult,Difficult,Moderate,Difficult,4,4,C,B,5,5,10,5,in_time_bound,0.637554585
2703,34,1,Difficult,Difficult,Moderate,Difficult,4,4,C,A,5,5,10,5,in_time_bound,0.598802395
2701,36,1,Difficult,Difficult,Moderate,Difficult,4,4,C,C,5,5,10,5,in_time_bound,0.35
2708,39,1,Difficult,Difficult,Moderate,Difficult,4,4,C,A,3,8,10,5,in_time_bound,0.383333333
2709,40,1,Difficult,Difficult,Moderate,Difficult,4,4,C,B,3,8,10,5,in_time_bound,0.4
2699,41,1,Difficult,Difficult,Moderate,Difficult,4,4,C,A,5,5,10,5,in_time_bound,0.621052632
2695,61,1,Difficult,Difficult,Moderate,Difficult,4,4,C,A,5,5,10,5,in_time_bound,0.475
2698,64,1,Difficult,Difficult,Moderate,Difficult,4,4,C,C,5,5,10,5,in_time_bound,0.657142857
2711,67,1,Difficult,Difficult,Moderate,Difficult,4,4,C,A,3,8,10,5,in_time_bound,0.485714286
2713,68,1,Moderate,Moderate,Moderate,Moderate,4,4,C,B,3,8,11,6,in_time_bound,0.228571429
2705,69,1,Difficult,Difficult,Moderate,Difficult,4,4,C,B,5,5,10,5,in_time_bound,0.271428571
2706,70,1,Extremely Difficult,Difficult,Difficult,Difficult,4,4,C,B,5,5,9,4,in_time_bound,0.214285714
2707,71,1,Difficult,Difficult,Moderate,Difficult,4,4,C,C,3,8,10,5,in_time_bound,0.568421053
2710,73,1,Difficult,Difficult,Moderate,Difficult,4,4,C,A,3,8,10,5,in_time_bound,0.363636364
2700,84,1,Moderate,Moderate,Moderate,Moderate,4,4,C,A,3,8,10,6,in_time_bound,0.32
2716,1,1,Extremely Difficult,Extremely Difficult,Extremely Difficult,Extremely Difficult,4,2,C,NotAttended,3,8,7,3,in_time_bound,0.549883991
2723,11,1,Extremely Difficult,Difficult,Difficult,Difficult,4,2,C,C,3,8,9,4,in_time_bound,0.552763819
2715,31,1,Extremely Difficult,Difficult,Difficult,Difficult,4,2,C,D,5,5,9,4,in_time_bound,0.35042735
2721,32,1,Difficult,Difficult,Moderate,Difficult,4,2,C,B,3,8,10,5,in_time_bound,0.647887324
2731,33,1,Difficult,Difficult,Moderate,Difficult,4,2,C,B,5,5,10,5,in_time_bound,0.637554585
2722,34,1,Difficult,Difficult,Moderate,Difficult,4,2,C,C,5,5,10,5,in_time_bound,0.598802395
2720,36,1,Difficult,Difficult,Moderate,Difficult,4,2,C,D,5,5,10,5,in_time_bound,0.35
2727,39,1,Difficult,Difficult,Moderate,Difficult,4,2,C,C,3,8,10,5,in_time_bound,0.383333333
2728,40,1,Difficult,Difficult,Moderate,Difficult,4,2,C,A,3,8,10,5,in_time_bound,0.4
2718,41,1,Difficult,Difficult,Moderate,Difficult,4,2,C,A,5,5,10,5,in_time_bound,0.621052632
2714,61,1,Difficult,Difficult,Moderate,Difficult,4,2,C,C,5,5,10,5,in_time_bound,0.475
2717,64,1,Difficult,Difficult,Moderate,Difficult,4,2,C,C,5,5,10,5,in_time_bound,0.657142857
2730,67,1,Difficult,Difficult,Moderate,Difficult,4,2,C,A,3,8,10,5,in_time_bound,0.485714286
2732,68,1,Moderate,Moderate,Moderate,Moderate,4,2,C,B,3,8,11,6,in_time_bound,0.228571429
2724,69,1,Difficult,Difficult,Moderate,Difficult,4,2,C,A,5,5,10,5,in_time_bound,0.271428571
2725,70,1,Extremely Difficult,Difficult,Difficult,Difficult,4,2,C,C,5,5,9,4,in_time_bound,0.214285714
2726,71,1,Difficult,Difficult,Moderate,Difficult,4,2,C,D,3,8,10,5,in_time_bound,0.568421053
2729,73,1,Difficult,Difficult,Moderate,Difficult,4,2,C,D,3,8,10,5,in_time_bound,0.363636364
2719,84,1,Moderate,Moderate,Moderate,Moderate,4,2,C,D,3,8,10,6,in_time_bound,0.32
3608,1,1,Difficult,Difficult,Challenging,Difficult,3,4,B,A,2,8,8,3,in_time_bound,0.549883991
3627,1,1,Challenging,Challenging,Moderate,Challenging,3,4,B,E,15,4,9,4,in_time_bound,0.549883991
3634,1,1,Moderate,Challenging,Moderate,Moderate,3,4,B,B,9,6,10,5,in_time_bound,0.549883991
3623,2,1,Moderate,Challenging,Moderate,Moderate,3,4,B,A,15,4,10,5,in_time_bound,0.551219512
3621,7,1,Challenging,Challenging,Moderate,Challenging,3,4,B,A,15,4,9,4,in_time_bound,0.349206349
3611,11,1,Moderate,Challenging,Moderate,Moderate,3,4,B,B,2,8,10,5,in_time_bound,0.552763819
3625,12,1,Challenging,Challenging,Moderate,Challenging,3,4,B,B,15,4,9,4,in_time_bound,0.557291667
3628,14,1,Moderate,Challenging,Moderate,Moderate,3,4,B,B,15,4,10,5,in_time_bound,0.384615385
3617,16,1,Moderate,Challenging,Moderate,Moderate,3,4,B,B,2,8,10,5,in_time_bound,0.438461538
3624,17,1,Moderate,Challenging,Moderate,Moderate,3,4,B,B,15,4,10,5,in_time_bound,0.608264463
3618,19,1,Moderate,Challenging,Moderate,Moderate,3,4,B,A,3,8,10,5,in_time_bound,0.318181818
3626,20,1,Challenging,Challenging,Moderate,Challenging,3,4,B,B,15,4,9,4,in_time_bound,0.498896247
3629,21,1,Moderate,Challenging,Moderate,Moderate,3,4,B,D,9,6,10,5,in_time_bound,0.565683646
3622,22,1,Challenging,Challenging,Moderate,Challenging,3,4,B,B,15,4,9,4,in_time_bound,0.604774536
3619,26,1,Challenging,Challenging,Moderate,Challenging,3,4,B,E,2,8,9,4,in_time_bound,0.36
3616,28,1,Moderate,Challenging,Moderate,Moderate,3,4,B,B,2,8,10,5,in_time_bound,0.731343284
3635,51,1,Moderate,Challenging,Moderate,Moderate,3,4,B,B,5,5,10,5,in_time_bound,0.580882353
3613,53,1,Moderate,Challenging,Moderate,Moderate,3,4,B,A,2,8,10,5,in_time_bound,0.317460317
3620,54,1,Moderate,Challenging,Moderate,Moderate,3,4,B,E,2,8,10,5,in_time_bound,0.333333333
3614,55,1,Moderate,Challenging,Moderate,Moderate,3,4,B,E,2,8,10,5,in_time_bound,0.504132231
3609,57,1,Moderate,Challenging,Moderate,Moderate,3,4,B,D,2,8,10,5,in_time_bound,0.222222222
3612,62,1,Moderate,Challenging,Moderate,Moderate,3,4,B,E,2,8,10,5,in_time_bound,0.619047619
3615,63,1,Moderate,Challenging,Moderate,Moderate,3,4,B,C,2,8,10,5,in_time_bound,0.26984127
3610,73,1,Moderate,Moderate,Moderate,Moderate,3,4,B,D,2,8,11,6,in_time_bound,0.363636364
3632,74,1,Moderate,Challenging,Moderate,Moderate,3,4,B,B,9,6,10,5,in_time_bound,0.307692308
3630,75,1,Moderate,Challenging,Moderate,Moderate,3,4,B,A,9,6,10,5,in_time_bound,0.307692308
3633,76,1,Moderate,Challenging,Moderate,Moderate,3,4,B,E,9,6,10,5,in_time_bound,0.230769231
3631,77,1,Moderate,Challenging,Moderate,Moderate,3,4,B,A,9,6,10,5,in_time_bound,0.384615385
3655,1,1,Challenging,Challenging,Moderate,Challenging,3,0,C,B,15,4,9,4,in_time_bound,0.549883991
3636,1,1,Difficult,Difficult,Challenging,Difficult,3,0,C,A,2,8,8,3,in_time_bound,0.549883991
3662,1,1,Moderate,Challenging,Moderate,Moderate,3,0,C,C,9,6,10,5,in_time_bound,0.549883991
3651,2,1,Moderate,Challenging,Moderate,Moderate,3,0,C,C,15,4,10,5,in_time_bound,0.551219512
3649,7,1,Challenging,Challenging,Moderate,Challenging,3,0,C,C,15,4,9,4,in_time_bound,0.349206349
3639,11,1,Moderate,Challenging,Moderate,Moderate,3,0,C,C,2,8,10,5,in_time_bound,0.552763819
3653,12,1,Challenging,Challenging,Moderate,Challenging,3,0,C,C,15,4,9,4,in_time_bound,0.557291667
3656,14,1,Moderate,Challenging,Moderate,Moderate,3,0,C,C,15,4,10,5,in_time_bound,0.384615385
3645,16,1,Moderate,Challenging,Moderate,Moderate,3,0,C,C,2,8,10,5,in_time_bound,0.438461538
3652,17,1,Moderate,Challenging,Moderate,Moderate,3,0,C,C,15,4,10,5,in_time_bound,0.608264463
3646,19,1,Moderate,Challenging,Moderate,Moderate,3,0,C,C,3,8,10,5,in_time_bound,0.318181818
3654,20,1,Challenging,Challenging,Moderate,Challenging,3,0,C,C,15,4,9,4,in_time_bound,0.498896247
3657,21,1,Moderate,Challenging,Moderate,Moderate,3,0,C,C,9,6,10,5,in_time_bound,0.565683646
3650,22,1,Challenging,Challenging,Moderate,Challenging,3,0,C,C,15,4,9,4,in_time_bound,0.604774536
3647,26,1,Challenging,Challenging,Moderate,Challenging,3,0,C,C,2,8,9,4,in_time_bound,0.36
3644,28,1,Moderate,Challenging,Moderate,Moderate,3,0,C,C,2,8,10,5,in_time_bound,0.731343284
3663,51,1,Moderate,Challenging,Moderate,Moderate,3,0,C,C,5,5,10,5,in_time_bound,0.580882353
3641,53,1,Moderate,Challenging,Moderate,Moderate,3,0,C,C,2,8,10,5,in_time_bound,0.317460317
3648,54,1,Moderate,Challenging,Moderate,Moderate,3,0,C,C,2,8,10,5,in_time_bound,0.333333333
3642,55,1,Moderate,Challenging,Moderate,Moderate,3,0,C,C,2,8,10,5,in_time_bound,0.504132231
3637,57,1,Moderate,Challenging,Moderate,Moderate,3,0,C,A,2,8,10,5,in_time_bound,0.222222222
3640,62,1,Moderate,Challenging,Moderate,Moderate,3,0,C,A,2,8,10,5,in_time_bound,0.619047619
3643,63,1,Moderate,Challenging,Moderate,Moderate,3,0,C,C,2,8,10,5,in_time_bound,0.26984127
3638,73,1,Moderate,Moderate,Moderate,Moderate,3,0,C,C,2,8,11,6,in_time_bound,0.363636364
3660,74,1,Moderate,Challenging,Moderate,Moderate,3,0,C,B,9,6,10,5,in_time_bound,0.307692308
3658,75,1,Moderate,Challenging,Moderate,Moderate,3,0,C,C,9,6,10,5,in_time_bound,0.307692308
3661,76,1,Moderate,Challenging,Moderate,Moderate,3,0,C,C,9,6,10,5,in_time_bound,0.230769231
3659,77,1,Moderate,Challenging,Moderate,Moderate,3,0,C,C,9,6,10,5,in_time_bound,0.384615385
3690,1,1,Moderate,Challenging,Moderate,Moderate,3,2,B,B,9,6,10,5,in_time_bound,0.549883991
3683,1,1,Challenging,Challenging,Moderate,Challenging,3,2,B,B,15,4,9,4,in_time_bound,0.549883991
3664,1,1,Difficult,Difficult,Challenging,Difficult,3,2,B,A,2,8,8,3,in_time_bound,0.549883991
3679,2,1,Moderate,Challenging,Moderate,Moderate,3,2,B,C,15,4,10,5,in_time_bound,0.551219512
3677,7,1,Challenging,Challenging,Moderate,Challenging,3,2,B,A,15,4,9,4,in_time_bound,0.349206349
3667,11,1,Moderate,Challenging,Moderate,Moderate,3,2,B,B,2,8,10,5,in_time_bound,0.552763819
3681,12,1,Challenging,Challenging,Moderate,Challenging,3,2,B,A,15,4,9,4,in_time_bound,0.557291667
3684,14,1,Moderate,Challenging,Moderate,Moderate,3,2,B,A,15,4,10,5,in_time_bound,0.384615385
3673,16,1,Moderate,Challenging,Moderate,Moderate,3,2,B,D,2,8,10,5,in_time_bound,0.438461538
3680,17,1,Moderate,Challenging,Moderate,Moderate,3,2,B,B,15,4,10,5,in_time_bound,0.608264463
3674,19,1,Moderate,Challenging,Moderate,Moderate,3,2,B,B,3,8,10,5,in_time_bound,0.318181818
3682,20,1,Challenging,Challenging,Moderate,Challenging,3,2,B,A,15,4,9,4,in_time_bound,0.498896247
3685,21,1,Moderate,Challenging,Moderate,Moderate,3,2,B,A,9,6,10,5,in_time_bound,0.565683646
3678,22,1,Challenging,Challenging,Moderate,Challenging,3,2,B,A,15,4,9,4,in_time_bound,0.604774536
3675,26,1,Challenging,Challenging,Moderate,Challenging,3,2,B,A,2,8,9,4,in_time_bound,0.36
3672,28,1,Moderate,Challenging,Moderate,Moderate,3,2,B,A,2,8,10,5,in_time_bound,0.731343284
3691,51,1,Moderate,Challenging,Moderate,Moderate,3,2,B,A,5,5,10,5,in_time_bound,0.580882353
3669,53,1,Moderate,Challenging,Moderate,Moderate,3,2,B,A,2,8,10,5,in_time_bound,0.317460317
3676,54,1,Moderate,Challenging,Moderate,Moderate,3,2,B,B,2,8,10,5,in_time_bound,0.333333333
3670,55,1,Moderate,Challenging,Moderate,Moderate,3,2,B,E,2,8,10,5,in_time_bound,0.504132231
3665,57,1,Moderate,Challenging,Moderate,Moderate,3,2,B,E,2,8,10,5,in_time_bound,0.222222222
3668,62,1,Moderate,Challenging,Moderate,Moderate,3,2,B,B,2,8,10,5,in_time_bound,0.619047619
3671,63,1,Moderate,Challenging,Moderate,Moderate,3,2,B,D,2,8,10,5,in_time_bound,0.26984127
3666,73,1,Moderate,Moderate,Moderate,Moderate,3,2,B,C,2,8,11,6,in_time_bound,0.363636364
3688,74,1,Moderate,Challenging,Moderate,Moderate,3,2,B,D,9,6,10,5,in_time_bound,0.307692308
3686,75,1,Moderate,Challenging,Moderate,Moderate,3,2,B,A,9,6,10,5,in_time_bound,0.307692308
3689,76,1,Moderate,Challenging,Moderate,Moderate,3,2,B,A,9,6,10,5,in_time_bound,0.230769231
3687,77,1,Moderate,Challenging,Moderate,Moderate,3,2,B,B,9,6,10,5,in_time_bound,0.384615385
3711,1,1,Challenging,Challenging,Moderate,Challenging,3,2,C,C,15,4,9,4,in_time_bound,0.549883991
3692,1,1,Difficult,Difficult,Challenging,Difficult,3,2,C,C,2,8,8,3,in_time_bound,0.549883991
3718,1,1,Moderate,Challenging,Moderate,Moderate,3,2,C,C,9,6,10,5,in_time_bound,0.549883991
3707,2,1,Moderate,Challenging,Moderate,Moderate,3,2,C,C,15,4,10,5,in_time_bound,0.551219512
3705,7,1,Challenging,Challenging,Moderate,Challenging,3,2,C,D,15,4,9,4,in_time_bound,0.349206349
3695,11,1,Moderate,Challenging,Moderate,Moderate,3,2,C,C,2,8,10,5,in_time_bound,0.552763819
3709,12,1,Challenging,Challenging,Moderate,Challenging,3,2,C,E,15,4,9,4,in_time_bound,0.557291667
3712,14,1,Moderate,Challenging,Moderate,Moderate,3,2,C,C,15,4,10,5,in_time_bound,0.384615385
3701,16,1,Moderate,Challenging,Moderate,Moderate,3,2,C,D,2,8,10,5,in_time_bound,0.438461538
3708,17,1,Moderate,Challenging,Moderate,Moderate,3,2,C,C,15,4,10,5,in_time_bound,0.608264463
3702,19,1,Moderate,Challenging,Moderate,Moderate,3,2,C,C,3,8,10,5,in_time_bound,0.318181818
3710,20,1,Challenging,Challenging,Moderate,Challenging,3,2,C,C,15,4,9,4,in_time_bound,0.498896247
3713,21,1,Moderate,Challenging,Moderate,Moderate,3,2,C,C,9,6,10,5,in_time_bound,0.565683646
3706,22,1,Challenging,Challenging,Moderate,Challenging,3,2,C,C,15,4,9,4,in_time_bound,0.604774536
3703,26,1,Challenging,Challenging,Moderate,Challenging,3,2,C,C,2,8,9,4,in_time_bound,0.36
3700,28,1,Moderate,Challenging,Moderate,Moderate,3,2,C,E,2,8,10,5,in_time_bound,0.731343284
3719,51,1,Moderate,Challenging,Moderate,Moderate,3,2,C,D,5,5,10,5,in_time_bound,0.580882353
3697,53,1,Moderate,Challenging,Moderate,Moderate,3,2,C,D,2,8,10,5,in_time_bound,0.317460317
3704,54,1,Moderate,Challenging,Moderate,Moderate,3,2,C,C,2,8,10,5,in_time_bound,0.333333333
3698,55,1,Moderate,Challenging,Moderate,Moderate,3,2,C,C,2,8,10,5,in_time_bound,0.504132231
3693,57,1,Moderate,Challenging,Moderate,Moderate,3,2,C,C,2,8,10,5,in_time_bound,0.222222222
3696,62,1,Moderate,Challenging,Moderate,Moderate,3,2,C,C,2,8,10,5,in_time_bound,0.619047619
3699,63,1,Moderate,Challenging,Moderate,Moderate,3,2,C,A,2,8,10,5,in_time_bound,0.26984127
3694,73,1,Moderate,Moderate,Moderate,Moderate,3,2,C,C,2,8,11,6,in_time_bound,0.363636364
3716,74,1,Moderate,Challenging,Moderate,Moderate,3,2,C,E,9,6,10,5,in_time_bound,0.307692308
3714,75,1,Moderate,Challenging,Moderate,Moderate,3,2,C,C,9,6,10,5,in_time_bound,0.307692308
3717,76,1,Moderate,Challenging,Moderate,Moderate,3,2,C,C,9,6,10,5,in_time_bound,0.230769231
3715,77,1,Moderate,Challenging,Moderate,Moderate,3,2,C,C,9,6,10,5,in_time_bound,0.384615385
3746,1,1,Moderate,Challenging,Moderate,Moderate,3,2,B,C,9,6,10,5,in_time_bound,0.549883991
3739,1,1,Challenging,Challenging,Moderate,Challenging,3,2,B,C,15,4,9,4,in_time_bound,0.549883991
3720,1,1,Difficult,Difficult,Challenging,Difficult,3,2,B,A,2,8,8,3,in_time_bound,0.549883991
3735,2,1,Moderate,Challenging,Moderate,Moderate,3,2,B,E,15,4,10,5,in_time_bound,0.551219512
3733,7,1,Challenging,Challenging,Moderate,Challenging,3,2,B,B,15,4,9,4,in_time_bound,0.349206349
3723,11,1,Moderate,Challenging,Moderate,Moderate,3,2,B,C,2,8,10,5,in_time_bound,0.552763819
3737,12,1,Challenging,Challenging,Moderate,Challenging,3,2,B,B,15,4,9,4,in_time_bound,0.557291667
3740,14,1,Moderate,Challenging,Moderate,Moderate,3,2,B,D,15,4,10,5,in_time_bound,0.384615385
3729,16,1,Moderate,Challenging,Moderate,Moderate,3,2,B,C,2,8,10,5,in_time_bound,0.438461538
3736,17,1,Moderate,Challenging,Moderate,Moderate,3,2,B,B,15,4,10,5,in_time_bound,0.608264463
3730,19,1,Moderate,Challenging,Moderate,Moderate,3,2,B,B,3,8,10,5,in_time_bound,0.318181818
3738,20,1,Challenging,Challenging,Moderate,Challenging,3,2,B,C,15,4,9,4,in_time_bound,0.498896247
3741,21,1,Moderate,Challenging,Moderate,Moderate,3,2,B,B,9,6,10,5,in_time_bound,0.565683646
3734,22,1,Challenging,Challenging,Moderate,Challenging,3,2,B,E,15,4,9,4,in_time_bound,0.604774536
3731,26,1,Challenging,Challenging,Moderate,Challenging,3,2,B,C,2,8,9,4,in_time_bound,0.36
3728,28,1,Moderate,Challenging,Moderate,Moderate,3,2,B,B,2,8,10,5,in_time_bound,0.731343284
3747,51,1,Moderate,Challenging,Moderate,Moderate,3,2,B,C,5,5,10,5,in_time_bound,0.580882353
3725,53,1,Moderate,Challenging,Moderate,Moderate,3,2,B,E,2,8,10,5,in_time_bound,0.317460317
3732,54,1,Moderate,Challenging,Moderate,Moderate,3,2,B,C,2,8,10,5,in_time_bound,0.333333333
3726,55,1,Moderate,Challenging,Moderate,Moderate,3,2,B,B,2,8,10,5,in_time_bound,0.504132231
3721,57,1,Moderate,Challenging,Moderate,Moderate,3,2,B,E,2,8,10,5,in_time_bound,0.222222222
3724,62,1,Moderate,Challenging,Moderate,Moderate,3,2,B,B,2,8,10,5,in_time_bound,0.619047619
3727,63,1,Moderate,Challenging,Moderate,Moderate,3,2,B,B,2,8,10,5,in_time_bound,0.26984127
3722,73,1,Moderate,Moderate,Moderate,Moderate,3,2,B,E,2,8,11,6,in_time_bound,0.363636364
3744,74,1,Moderate,Challenging,Moderate,Moderate,3,2,B,E,9,6,10,5,in_time_bound,0.307692308
3742,75,1,Moderate,Challenging,Moderate,Moderate,3,2,B,B,9,6,10,5,in_time_bound,0.307692308
3745,76,1,Moderate,Challenging,Moderate,Moderate,3,2,B,D,9,6,10,5,in_time_bound,0.230769231
3743,77,1,Moderate,Challenging,Moderate,Moderate,3,2,B,D,9,6,10,5,in_time_bound,0.384615385
3774,1,1,Moderate,Challenging,Moderate,Moderate,4,1,C,B,9,6,10,5,in_time_bound,0.549883991
3767,1,1,Challenging,Challenging,Moderate,Challenging,4,1,C,B,15,4,9,4,in_time_bound,0.549883991
3748,1,1,Difficult,Difficult,Challenging,Difficult,4,1,C,E,2,8,8,3,in_time_bound,0.549883991
3763,2,1,Moderate,Challenging,Moderate,Moderate,4,1,C,A,15,4,10,5,in_time_bound,0.551219512
3761,7,1,Challenging,Challenging,Moderate,Challenging,4,1,C,B,15,4,9,4,in_time_bound,0.349206349
3751,11,1,Moderate,Challenging,Moderate,Moderate,4,1,C,E,2,8,10,5,in_time_bound,0.552763819
3765,12,1,Challenging,Challenging,Moderate,Challenging,4,1,C,D,15,4,9,4,in_time_bound,0.557291667
