id,student_id,genre,vocabulary_and_language_complexity,sentence_structure,themes_and_content,overall,question_text,question_difficulty,question_type_id,question_type,correct_answer,answer_by_student,exam_hour,attention_level,student_age,student_grade,time_bound,correctness_ratio_by_student,comparison_result
2164,18,1,Moderate,Moderate,Moderate,Moderate,"What type of words are the following? apparently, fervently, immediately, continually",3,5,0,D,D,4,5,10,5,in_time_bound,0.64375,1
2166,25,1,Moderate,Moderate,Moderate,Moderate,"What type of words are the following? apparently, fervently, immediately, continually",3,5,0,D,D,6,7,10,5,in_time_bound,0.573426573,1
2146,28,1,Challenging,Challenging,Challenging,Challenging,"What type of words are the following? apparently, fervently, immediately, continually",3,5,0,D,D,2,8,9,4,in_time_bound,0.731343284,1
2156,31,1,Challenging,Challenging,Challenging,Challenging,"What type of words are the following? apparently, fervently, immediately, continually",3,5,0,D,D,11,6,9,4,in_time_bound,0.35042735,1
2157,32,1,Moderate,Moderate,Moderate,Moderate,"What type of words are the following? apparently, fervently, immediately, continually",3,5,0,D,D,16,8,10,5,in_time_bound,0.647887324,1
2149,33,1,Moderate,Moderate,Moderate,Moderate,"What type of words are the following? apparently, fervently, immediately, continually",3,5,0,D,D,9,6,10,5,in_time_bound,0.637554585,1
2150,33,1,Moderate,Moderate,Moderate,Moderate,"What type of words are the following? apparently, fervently, immediately, continually",3,5,0,D,D,10,6,10,5,in_time_bound,0.637554585,1
2151,33,1,Moderate,Moderate,Moderate,Moderate,"What type of words are the following? apparently, fervently, immediately, continually",3,5,0,D,D,3,8,10,5,in_time_bound,0.637554585,1
2152,33,1,Moderate,Moderate,Moderate,Moderate,"What type of words are the following? apparently, fervently, immediately, continually",3,5,0,D,D,3,8,10,5,in_time_bound,0.637554585,1
2153,34,1,Moderate,Moderate,Moderate,Moderate,"What type of words are the following? apparently, fervently, immediately, continually",3,5,0,D,D,16,8,10,5,in_time_bound,0.598802395,1
2142,46,1,Difficult,Difficult,Difficult,Difficult,"What type of words are the following? apparently, fervently, immediately, continually",3,5,0,D,D,14,2,7,3,in_time_bound,0.592592593,1
2167,55,1,Moderate,Moderate,Moderate,Moderate,"What type of words are the following? apparently, fervently, immediately, continually",3,5,0,D,D,6,7,10,5,in_time_bound,0.504132231,1
2168,55,1,Moderate,Moderate,Moderate,Moderate,"What type of words are the following? apparently, fervently, immediately, continually",3,5,0,D,D,6,7,10,5,in_time_bound,0.504132231,1
2169,56,1,Moderate,Moderate,Moderate,Moderate,"What type of words are the following? apparently, fervently, immediately, continually",3,5,0,D,D,5,5,10,5,in_time_bound,0.342592593,1
2170,56,1,Moderate,Moderate,Moderate,Moderate,"What type of words are the following? apparently, fervently, immediately, continually",3,5,0,D,D,10,6,10,5,in_time_bound,0.342592593,1
2143,80,1,Moderate,Moderate,Moderate,Moderate,"What type of words are the following? apparently, fervently, immediately, continually",3,5,0,D,E,16,8,10,6,in_time_bound,0.482758621,0
2144,80,1,Moderate,Moderate,Moderate,Moderate,"What type of words are the following? apparently, fervently, immediately, continually",3,5,0,D,D,16,8,10,6,in_time_bound,0.482758621,1
2145,80,1,Moderate,Moderate,Moderate,Moderate,"What type of words are the following? apparently, fervently, immediately, continually",3,5,0,D,D,2,8,10,6,in_time_bound,0.482758621,1
2147,81,1,Moderate,Moderate,Moderate,Moderate,"What type of words are the following? apparently, fervently, immediately, continually",3,5,0,D,D,2,8,10,6,in_time_bound,0.75862069,1
2148,81,1,Moderate,Moderate,Moderate,Moderate,"What type of words are the following? apparently, fervently, immediately, continually",3,5,0,D,D,2,8,10,6,in_time_bound,0.75862069,1
2154,82,1,Moderate,Moderate,Moderate,Moderate,"What type of words are the following? apparently, fervently, immediately, continually",3,5,0,D,D,2,8,10,6,in_time_bound,0.631578947,1
2155,82,1,Moderate,Moderate,Moderate,Moderate,"What type of words are the following? apparently, fervently, immediately, continually",3,5,0,D,D,4,5,10,6,in_time_bound,0.631578947,1
2165,83,1,Moderate,Moderate,Moderate,Moderate,"What type of words are the following? apparently, fervently, immediately, continually",3,5,0,D,D,7,7,116,6,in_time_bound,0.551724138,1
2187,1,1,Difficult,Difficult,Difficult,Difficult,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,D,7,7,7,3,in_time_bound,0.549883991,0
2188,1,1,Difficult,Difficult,Difficult,Difficult,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,A,7,7,7,3,in_time_bound,0.549883991,1
2189,1,1,Difficult,Difficult,Difficult,Difficult,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,A,10,6,7,3,in_time_bound,0.549883991,1
2190,6,1,Challenging,Challenging,Challenging,Challenging,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,C,11,6,9,4,in_time_bound,0.432432432,0
2191,15,1,Challenging,Challenging,Challenging,Challenging,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,NotAttended,11,6,9,4,in_time_bound,0.571658615,0
2192,15,1,Challenging,Challenging,Challenging,Challenging,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,B,11,6,9,4,in_time_bound,0.571658615,0
2193,18,1,Moderate,Moderate,Moderate,Moderate,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,B,4,5,10,5,in_time_bound,0.64375,0
2195,25,1,Moderate,Moderate,Moderate,Moderate,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,A,6,7,10,5,in_time_bound,0.573426573,1
2175,28,1,Challenging,Challenging,Challenging,Challenging,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,C,2,8,9,4,in_time_bound,0.731343284,0
2185,31,1,Challenging,Challenging,Challenging,Challenging,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,C,11,6,9,4,in_time_bound,0.35042735,0
2186,32,1,Moderate,Moderate,Moderate,Moderate,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,C,16,8,10,5,in_time_bound,0.647887324,0
2178,33,1,Moderate,Moderate,Moderate,Moderate,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,B,9,6,10,5,in_time_bound,0.637554585,0
2179,33,1,Moderate,Moderate,Moderate,Moderate,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,C,10,6,10,5,in_time_bound,0.637554585,0
2180,33,1,Moderate,Moderate,Moderate,Moderate,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,A,3,8,10,5,in_time_bound,0.637554585,1
2181,33,1,Moderate,Moderate,Moderate,Moderate,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,A,3,8,10,5,in_time_bound,0.637554585,1
2182,34,1,Moderate,Moderate,Moderate,Moderate,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,B,16,8,10,5,in_time_bound,0.598802395,0
2171,46,1,Difficult,Difficult,Difficult,Difficult,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,C,14,2,7,3,in_time_bound,0.592592593,0
2196,55,1,Moderate,Moderate,Moderate,Moderate,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,B,6,7,10,5,in_time_bound,0.504132231,0
2197,55,1,Moderate,Moderate,Moderate,Moderate,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,C,6,7,10,5,in_time_bound,0.504132231,0
2198,56,1,Moderate,Moderate,Moderate,Moderate,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,A,5,5,10,5,in_time_bound,0.342592593,1
2199,56,1,Moderate,Moderate,Moderate,Moderate,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,A,10,6,10,5,in_time_bound,0.342592593,1
2172,80,1,Moderate,Moderate,Moderate,Moderate,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,A,16,8,10,6,in_time_bound,0.482758621,1
2173,80,1,Moderate,Moderate,Moderate,Moderate,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,B,16,8,10,6,in_time_bound,0.482758621,0
2174,80,1,Moderate,Moderate,Moderate,Moderate,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,A,2,8,10,6,in_time_bound,0.482758621,1
2176,81,1,Moderate,Moderate,Moderate,Moderate,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,C,2,8,10,6,in_time_bound,0.75862069,0
2177,81,1,Moderate,Moderate,Moderate,Moderate,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,C,2,8,10,6,in_time_bound,0.75862069,0
2183,82,1,Moderate,Moderate,Moderate,Moderate,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,A,2,8,10,6,in_time_bound,0.631578947,1
2184,82,1,Moderate,Moderate,Moderate,Moderate,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,A,4,5,10,6,in_time_bound,0.631578947,1
2194,83,1,Moderate,Moderate,Moderate,Moderate,every morsel of flesh in my bones shrank when he came near This is an example ofÃ,4,5,0,A,A,7,7,116,6,in_time_bound,0.551724138,1
2216,1,1,Difficult,Difficult,Difficult,Difficult,John exclaims Boh This is an example ofÃ,2,5,0,B,E,7,7,7,3,in_time_bound,0.549883991,0
2217,1,1,Difficult,Difficult,Difficult,Difficult,John exclaims Boh This is an example ofÃ,2,5,0,B,B,7,7,7,3,in_time_bound,0.549883991,1
2218,1,1,Difficult,Difficult,Difficult,Difficult,John exclaims Boh This is an example ofÃ,2,5,0,B,B,10,6,7,3,in_time_bound,0.549883991,1
2219,6,1,Challenging,Challenging,Challenging,Challenging,John exclaims Boh This is an example ofÃ,2,5,0,B,B,11,6,9,4,in_time_bound,0.432432432,1
2220,15,1,Challenging,Challenging,Challenging,Challenging,John exclaims Boh This is an example ofÃ,2,5,0,B,B,11,6,9,4,in_time_bound,0.571658615,1
2221,15,1,Challenging,Challenging,Challenging,Challenging,John exclaims Boh This is an example ofÃ,2,5,0,B,B,11,6,9,4,in_time_bound,0.571658615,1
2222,18,1,Moderate,Moderate,Moderate,Moderate,John exclaims Boh This is an example ofÃ,2,5,0,B,B,4,5,10,5,in_time_bound,0.64375,1
2224,25,1,Moderate,Moderate,Moderate,Moderate,John exclaims Boh This is an example ofÃ,2,5,0,B,B,6,7,10,5,in_time_bound,0.573426573,1
2204,28,1,Challenging,Challenging,Challenging,Challenging,John exclaims Boh This is an example ofÃ,2,5,0,B,B,2,8,9,4,in_time_bound,0.731343284,1
2214,31,1,Challenging,Challenging,Challenging,Challenging,John exclaims Boh This is an example ofÃ,2,5,0,B,B,11,6,9,4,in_time_bound,0.35042735,1
2215,32,1,Moderate,Moderate,Moderate,Moderate,John exclaims Boh This is an example ofÃ,2,5,0,B,B,16,8,10,5,in_time_bound,0.647887324,1
2207,33,1,Moderate,Moderate,Moderate,Moderate,John exclaims Boh This is an example ofÃ,2,5,0,B,C,9,6,10,5,in_time_bound,0.637554585,0
2208,33,1,Moderate,Moderate,Moderate,Moderate,John exclaims Boh This is an example ofÃ,2,5,0,B,C,10,6,10,5,in_time_bound,0.637554585,0
2209,33,1,Moderate,Moderate,Moderate,Moderate,John exclaims Boh This is an example ofÃ,2,5,0,B,C,3,8,10,5,in_time_bound,0.637554585,0
2210,33,1,Moderate,Moderate,Moderate,Moderate,John exclaims Boh This is an example ofÃ,2,5,0,B,C,3,8,10,5,in_time_bound,0.637554585,0
2211,34,1,Moderate,Moderate,Moderate,Moderate,John exclaims Boh This is an example ofÃ,2,5,0,B,C,16,8,10,5,in_time_bound,0.598802395,0
2200,46,1,Difficult,Difficult,Difficult,Difficult,John exclaims Boh This is an example ofÃ,2,5,0,B,B,14,2,7,3,in_time_bound,0.592592593,1
2225,55,1,Moderate,Moderate,Moderate,Moderate,John exclaims Boh This is an example ofÃ,2,5,0,B,A,6,7,10,5,in_time_bound,0.504132231,0
2226,55,1,Moderate,Moderate,Moderate,Moderate,John exclaims Boh This is an example ofÃ,2,5,0,B,B,6,7,10,5,in_time_bound,0.504132231,1
2227,56,1,Moderate,Moderate,Moderate,Moderate,John exclaims Boh This is an example ofÃ,2,5,0,B,C,5,5,10,5,in_time_bound,0.342592593,0
2228,56,1,Moderate,Moderate,Moderate,Moderate,John exclaims Boh This is an example ofÃ,2,5,0,B,C,10,6,10,5,in_time_bound,0.342592593,0
2201,80,1,Moderate,Moderate,Moderate,Moderate,John exclaims Boh This is an example ofÃ,2,5,0,B,B,16,8,10,6,in_time_bound,0.482758621,1
2202,80,1,Moderate,Moderate,Moderate,Moderate,John exclaims Boh This is an example ofÃ,2,5,0,B,B,16,8,10,6,in_time_bound,0.482758621,1
2203,80,1,Moderate,Moderate,Moderate,Moderate,John exclaims Boh This is an example ofÃ,2,5,0,B,B,2,8,10,6,in_time_bound,0.482758621,1
2205,81,1,Moderate,Moderate,Moderate,Moderate,John exclaims Boh This is an example ofÃ,2,5,0,B,B,2,8,10,6,in_time_bound,0.75862069,1
2206,81,1,Moderate,Moderate,Moderate,Moderate,John exclaims Boh This is an example ofÃ,2,5,0,B,B,2,8,10,6,in_time_bound,0.75862069,1
2212,82,1,Moderate,Moderate,Moderate,Moderate,John exclaims Boh This is an example ofÃ,2,5,0,B,B,2,8,10,6,in_time_bound,0.631578947,1
2213,82,1,Moderate,Moderate,Moderate,Moderate,John exclaims Boh This is an example ofÃ,2,5,0,B,B,4,5,10,6,in_time_bound,0.631578947,1
2223,83,1,Moderate,Moderate,Moderate,Moderate,John exclaims Boh This is an example ofÃ,2,5,0,B,B,7,7,116,6,in_time_bound,0.551724138,1
2245,1,1,Difficult,Difficult,Difficult,Difficult,What type of word is driving?,2,5,0,C,E,7,7,7,3,in_time_bound,0.549883991,0
2246,1,1,Difficult,Difficult,Difficult,Difficult,What type of word is driving?,2,5,0,C,C,7,7,7,3,in_time_bound,0.549883991,1
2247,1,1,Difficult,Difficult,Difficult,Difficult,What type of word is driving?,2,5,0,C,B,10,6,7,3,in_time_bound,0.549883991,0
2248,6,1,Challenging,Challenging,Challenging,Challenging,What type of word is driving?,2,5,0,C,B,11,6,9,4,in_time_bound,0.432432432,0
2249,15,1,Challenging,Challenging,Challenging,Challenging,What type of word is driving?,2,5,0,C,B,11,6,9,4,in_time_bound,0.571658615,0
2250,15,1,Challenging,Challenging,Challenging,Challenging,What type of word is driving?,2,5,0,C,A,11,6,9,4,in_time_bound,0.571658615,0
2251,18,1,Moderate,Moderate,Moderate,Moderate,What type of word is driving?,2,5,0,C,B,4,5,10,5,in_time_bound,0.64375,0
2253,25,1,Moderate,Moderate,Moderate,Moderate,What type of word is driving?,2,5,0,C,B,6,7,10,5,in_time_bound,0.573426573,0
2233,28,1,Challenging,Challenging,Challenging,Challenging,What type of word is driving?,2,5,0,C,C,2,8,9,4,in_time_bound,0.731343284,1
2243,31,1,Challenging,Challenging,Challenging,Challenging,What type of word is driving?,2,5,0,C,D,11,6,9,4,in_time_bound,0.35042735,0
2244,32,1,Moderate,Moderate,Moderate,Moderate,What type of word is driving?,2,5,0,C,C,16,8,10,5,in_time_bound,0.647887324,1
2236,33,1,Moderate,Moderate,Moderate,Moderate,What type of word is driving?,2,5,0,C,B,9,6,10,5,in_time_bound,0.637554585,0
2237,33,1,Moderate,Moderate,Moderate,Moderate,What type of word is driving?,2,5,0,C,B,10,6,10,5,in_time_bound,0.637554585,0
2238,33,1,Moderate,Moderate,Moderate,Moderate,What type of word is driving?,2,5,0,C,B,3,8,10,5,in_time_bound,0.637554585,0
2239,33,1,Moderate,Moderate,Moderate,Moderate,What type of word is driving?,2,5,0,C,B,3,8,10,5,in_time_bound,0.637554585,0
2240,34,1,Moderate,Moderate,Moderate,Moderate,What type of word is driving?,2,5,0,C,C,16,8,10,5,in_time_bound,0.598802395,1
2229,46,1,Difficult,Difficult,Difficult,Difficult,What type of word is driving?,2,5,0,C,B,14,2,7,3,in_time_bound,0.592592593,0
2254,55,1,Moderate,Moderate,Moderate,Moderate,What type of word is driving?,2,5,0,C,B,6,7,10,5,in_time_bound,0.504132231,0
2255,55,1,Moderate,Moderate,Moderate,Moderate,What type of word is driving?,2,5,0,C,C,6,7,10,5,in_time_bound,0.504132231,1
2256,56,1,Moderate,Moderate,Moderate,Moderate,What type of word is driving?,2,5,0,C,B,5,5,10,5,in_time_bound,0.342592593,0
2257,56,1,Moderate,Moderate,Moderate,Moderate,What type of word is driving?,2,5,0,C,B,10,6,10,5,in_time_bound,0.342592593,0
2230,80,1,Moderate,Moderate,Moderate,Moderate,What type of word is driving?,2,5,0,C,B,16,8,10,6,in_time_bound,0.482758621,0
2231,80,1,Moderate,Moderate,Moderate,Moderate,What type of word is driving?,2,5,0,C,B,16,8,10,6,in_time_bound,0.482758621,0
2232,80,1,Moderate,Moderate,Moderate,Moderate,What type of word is driving?,2,5,0,C,B,2,8,10,6,in_time_bound,0.482758621,0
2234,81,1,Moderate,Moderate,Moderate,Moderate,What type of word is driving?,2,5,0,C,B,2,8,10,6,in_time_bound,0.75862069,0
2235,81,1,Moderate,Moderate,Moderate,Moderate,What type of word is driving?,2,5,0,C,B,2,8,10,6,in_time_bound,0.75862069,0
2241,82,1,Moderate,Moderate,Moderate,Moderate,What type of word is driving?,2,5,0,C,B,2,8,10,6,in_time_bound,0.631578947,0
2242,82,1,Moderate,Moderate,Moderate,Moderate,What type of word is driving?,2,5,0,C,B,4,5,10,6,in_time_bound,0.631578947,0
2252,83,1,Moderate,Moderate,Moderate,Moderate,What type of word is driving?,2,5,0,C,B,7,7,116,6,in_time_bound,0.551724138,0
2744,1,1,Difficult,Difficult,Extremely Difficult,Difficult,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,16,8,8,3,in_time_bound,0.549883991,1
2767,1,1,Challenging,Challenging,Difficult,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,12,3,9,4,in_time_bound,0.549883991,1
2757,1,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,15,4,10,5,in_time_bound,0.549883991,1
2766,7,1,Challenging,Challenging,Difficult,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,12,3,9,4,in_time_bound,0.349206349,1
2746,11,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,16,8,10,5,in_time_bound,0.552763819,1
2765,12,1,Challenging,Challenging,Difficult,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,12,3,9,4,in_time_bound,0.557291667,1
2762,15,1,Challenging,Challenging,Difficult,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,12,3,9,4,in_time_bound,0.571658615,1
2751,16,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,16,8,10,5,in_time_bound,0.438461538,1
2763,17,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,12,3,10,5,in_time_bound,0.608264463,1
2752,19,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,C,16,8,10,5,in_time_bound,0.318181818,0
2764,20,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,C,12,3,10,5,in_time_bound,0.498896247,0
2760,22,1,Challenging,Challenging,Difficult,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,12,3,9,4,in_time_bound,0.604774536,1
2755,25,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,16,8,10,5,in_time_bound,0.573426573,1
2756,28,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,2,8,10,5,in_time_bound,0.731343284,1
2743,33,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,11,6,10,5,in_time_bound,0.637554585,1
2735,34,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,3,8,10,5,in_time_bound,0.598802395,1
2736,35,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,3,8,10,5,in_time_bound,0.26,1
2734,36,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,3,8,10,5,in_time_bound,0.35,1
2737,37,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,3,8,10,5,in_time_bound,0.46,1
2739,38,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,3,8,10,5,in_time_bound,0.28,1
2740,39,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,3,8,10,5,in_time_bound,0.383333333,1
2741,40,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,3,8,10,5,in_time_bound,0.4,1
2742,41,1,Moderate,Moderate,Moderate,Moderate,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,9,6,11,6,in_time_bound,0.621052632,1
2748,53,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,16,8,10,5,in_time_bound,0.317460317,1
2754,54,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,C,16,8,10,5,in_time_bound,0.333333333,0
2749,55,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,16,8,10,5,in_time_bound,0.504132231,1
2753,56,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,C,16,8,10,5,in_time_bound,0.342592593,0
2745,57,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,16,8,10,5,in_time_bound,0.222222222,1
2759,58,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,15,4,10,5,in_time_bound,0.66,1
2758,59,1,Challenging,Challenging,Difficult,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,A,15,4,9,4,in_time_bound,0.588235294,0
2761,60,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,A,12,3,10,5,in_time_bound,0.48,0
2733,61,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,3,8,10,5,in_time_bound,0.475,1
2747,62,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,A,16,8,10,5,in_time_bound,0.619047619,0
2750,63,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,D,16,8,10,5,in_time_bound,0.26984127,1
2738,71,1,Challenging,Moderate,Challenging,Challenging,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",4,4,3,D,B,3,8,10,5,in_time_bound,0.568421053,0
2802,1,1,Challenging,Challenging,Difficult,Challenging,Why couldn't John find Jane?,4,1,2,A,C,12,3,9,4,in_time_bound,0.549883991,0
2792,1,1,Challenging,Moderate,Challenging,Challenging,Why couldn't John find Jane?,4,1,2,A,D,15,4,10,5,in_time_bound,0.549883991,0
2779,1,1,Difficult,Difficult,Extremely Difficult,Difficult,Why couldn't John find Jane?,4,1,2,A,C,16,8,8,3,in_time_bound,0.549883991,0
2801,7,1,Challenging,Challenging,Difficult,Challenging,Why couldn't John find Jane?,4,1,2,A,C,12,3,9,4,in_time_bound,0.349206349,0
2781,11,1,Challenging,Moderate,Challenging,Challenging,Why couldn't John find Jane?,4,1,2,A,A,16,8,10,5,in_time_bound,0.552763819,1
2800,12,1,Challenging,Challenging,Difficult,Challenging,Why couldn't John find Jane?,4,1,2,A,A,12,3,9,4,in_time_bound,0.557291667,1
2797,15,1,Challenging,Challenging,Difficult,Challenging,Why couldn't John find Jane?,4,1,2,A,C,12,3,9,4,in_time_bound,0.571658615,0
2786,16,1,Challenging,Moderate,Challenging,Challenging,Why couldn't John find Jane?,4,1,2,A,C,16,8,10,5,in_time_bound,0.438461538,0
2798,17,1,Challenging,Moderate,Challenging,Challenging,Why couldn't John find Jane?,4,1,2,A,C,12,3,10,5,in_time_bound,0.608264463,0
2787,19,1,Challenging,Moderate,Challenging,Challenging,Why couldn't John find Jane?,4,1,2,A,C,16,8,10,5,in_time_bound,0.318181818,0
2799,20,1,Challenging,Moderate,Challenging,Challenging,Why couldn't John find Jane?,4,1,2,A,C,12,3,10,5,in_time_bound,0.498896247,0
2795,22,1,Challenging,Challenging,Difficult,Challenging,Why couldn't John find Jane?,4,1,2,A,A,12,3,9,4,in_time_bound,0.604774536,1
2790,25,1,Challenging,Moderate,Challenging,Challenging,Why couldn't John find Jane?,4,1,2,A,A,16,8,10,5,in_time_bound,0.573426573,1
2791,28,1,Challenging,Moderate,Challenging,Challenging,Why couldn't John find Jane?,4,1,2,A,A,2,8,10,5,in_time_bound,0.731343284,1
2778,33,1,Challenging,Moderate,Challenging,Challenging,Why couldn't John find Jane?,4,1,2,A,C,11,6,10,5,in_time_bound,0.637554585,0
2770,34,1,Challenging,Moderate,Challenging,Challenging,Why couldn't John find Jane?,4,1,2,A,C,3,8,10,5,in_time_bound,0.598802395,0
2771,35,1,Challenging,Moderate,Challenging,Challenging,Why couldn't John find Jane?,4,1,2,A,C,3,8,10,5,in_time_bound,0.26,0
2769,36,1,Challenging,Moderate,Challenging,Challenging,Why couldn't John find Jane?,4,1,2,A,C,3,8,10,5,in_time_bound,0.35,0
2772,37,1,Challenging,Moderate,Challenging,Challenging,Why couldn't John find Jane?,4,1,2,A,A,3,8,10,5,in_time_bound,0.46,1
2774,38,1,Challenging,Moderate,Challenging,Challenging,Why couldn't John find Jane?,4,1,2,A,C,3,8,10,5,in_time_bound,0.28,0
2775,39,1,Challenging,Moderate,Challenging,Challenging,Why couldn't John find Jane?,4,1,2,A,C,3,8,10,5,in_time_bound,0.383333333,0
2776,40,1,Challenging,Moderate,Challenging,Challenging,Why couldn't John find Jane?,4,1,2,A,A,3,8,10,5,in_time_bound,0.4,1
2777,41,1,Moderate,Moderate,Moderate,Moderate,Why couldn't John find Jane?,4,1,2,A,C,9,6,11,6,in_time_bound,0.621052632,0
2783,53,1,Challenging,Moderate,Challenging,Challenging,Why couldn't John find Jane?,4,1,2,A,D,16,8,10,5,in_time_bound,0.317460317,0
2789,54,1,Challenging,Moderate,Challenging,Challenging,Why couldn't John find Jane?,4,1,2,A,C,16,8,10,5,in_time_bound,0.333333333,0
2784,55,1,Challenging,Moderate,Challenging,Challenging,Why couldn't John find Jane?,4,1,2,A,C,16,8,10,5,in_time_bound,0.504132231,0
2788,56,1,Challenging,Moderate,Challenging,Challenging,Why couldn't John find Jane?,4,1,2,A,D,16,8,10,5,in_time_bound,0.342592593,0
