Source,PassageName,QuestionId,Grade,Complexity
worksheet,anne,1,3,2
worksheet,anne,2,3,2
worksheet,anne,3,3,3
worksheet,anne,4,3,4
worksheet,anne,5,3,4
worksheet,anne,6,3,4
worksheet,anne,7,3,3
worksheet,anne,8,3,3
worksheet,anne,9,3,5
worksheet,anne,10,3,4
worksheet,anne,11,3,3
worksheet,anne,12,3,5
worksheet,anne,13,3,4
worksheet,anne,14,3,4
worksheet,anne,15,3,3
worksheet,anne,16,3,5
worksheet,anne,1,4,2
worksheet,anne,2,4,2
worksheet,anne,3,4,3
worksheet,anne,4,4,4
worksheet,anne,5,4,4
worksheet,anne,6,4,4
worksheet,anne,7,4,3
worksheet,anne,8,4,3
worksheet,anne,9,4,4
worksheet,anne,10,4,3
worksheet,anne,11,4,3
worksheet,anne,12,4,5
worksheet,anne,13,4,3
worksheet,anne,14,4,4
worksheet,anne,15,4,3
worksheet,anne,16,4,4
worksheet,anne,1,5,1
worksheet,anne,2,5,1
worksheet,anne,3,5,2
worksheet,anne,4,5,3
worksheet,anne,5,5,3
worksheet,anne,6,5,3
worksheet,anne,7,5,2
worksheet,anne,8,5,2
worksheet,anne,9,5,3
worksheet,anne,10,5,3
worksheet,anne,11,5,2
worksheet,anne,12,5,4
worksheet,anne,13,5,3
worksheet,anne,14,5,3
worksheet,anne,15,5,2
worksheet,anne,16,5,4
worksheet,anne,1,6,1
worksheet,anne,2,6,1
worksheet,anne,3,6,2
worksheet,anne,4,6,3
worksheet,anne,5,6,3
worksheet,anne,6,6,3
worksheet,anne,7,6,2
worksheet,anne,8,6,2
worksheet,anne,9,6,3
worksheet,anne,10,6,2
worksheet,anne,11,6,2
worksheet,anne,12,6,4
worksheet,anne,13,6,2
worksheet,anne,14,6,3
worksheet,anne,15,6,2
worksheet,anne,16,6,3
worksheet,baskervilles,1,3,5
worksheet,baskervilles,2,3,3
worksheet,baskervilles,3,3,4
worksheet,baskervilles,4,3,5
worksheet,baskervilles,5,3,5
worksheet,baskervilles,6,3,5
worksheet,baskervilles,7,3,5
worksheet,baskervilles,8,3,4
worksheet,baskervilles,9,3,5
worksheet,baskervilles,10,3,5
worksheet,baskervilles,11,3,4
worksheet,baskervilles,12,3,5
worksheet,baskervilles,13,3,5
worksheet,baskervilles,14,3,4
worksheet,baskervilles,15,3,5
worksheet,baskervilles,16,3,4
worksheet,baskervilles,17,3,2
worksheet,baskervilles,18,3,2
worksheet,baskervilles,1,4,4
worksheet,baskervilles,2,4,2
worksheet,baskervilles,3,4,3
worksheet,baskervilles,4,4,5
worksheet,baskervilles,5,4,5
worksheet,baskervilles,6,4,4
worksheet,baskervilles,7,4,4
worksheet,baskervilles,8,4,3
worksheet,baskervilles,9,4,5
worksheet,baskervilles,10,4,4
worksheet,baskervilles,11,4,3
worksheet,baskervilles,12,4,5
worksheet,baskervilles,13,4,5
worksheet,baskervilles,14,4,4
worksheet,baskervilles,15,4,4
worksheet,baskervilles,16,4,4
worksheet,baskervilles,17,4,2
worksheet,baskervilles,18,4,2
worksheet,baskervilles,1,5,4
worksheet,baskervilles,2,5,2
worksheet,baskervilles,3,5,3
worksheet,baskervilles,4,5,4
worksheet,baskervilles,5,5,4
worksheet,baskervilles,6,5,3
worksheet,baskervilles,7,5,4
worksheet,baskervilles,8,5,3
worksheet,baskervilles,9,5,4
worksheet,baskervilles,10,5,4
worksheet,baskervilles,11,5,3
worksheet,baskervilles,12,5,4
worksheet,baskervilles,13,5,4
worksheet,baskervilles,14,5,4
worksheet,baskervilles,15,5,4
worksheet,baskervilles,16,5,3
worksheet,baskervilles,17,5,2
worksheet,baskervilles,18,5,2
worksheet,baskervilles,1,6,3
worksheet,baskervilles,2,6,2
worksheet,baskervilles,3,6,2
worksheet,baskervilles,4,6,4
worksheet,baskervilles,5,6,3
worksheet,baskervilles,6,6,3
worksheet,baskervilles,7,6,3
worksheet,baskervilles,8,6,2
worksheet,baskervilles,9,6,3
worksheet,baskervilles,10,6,3
worksheet,baskervilles,11,6,2
worksheet,baskervilles,12,6,3
worksheet,baskervilles,13,6,4
worksheet,baskervilles,14,6,3
worksheet,baskervilles,15,6,3
worksheet,baskervilles,16,6,3
worksheet,baskervilles,17,6,2
worksheet,baskervilles,18,6,1
worksheet,black beauty,1,3,3
worksheet,black beauty,2,3,4
worksheet,black beauty,3,3,3
worksheet,black beauty,4,3,4
worksheet,black beauty,5,3,5
worksheet,black beauty,6,3,5
worksheet,black beauty,7,3,5
worksheet,black beauty,8,3,4
worksheet,black beauty,9,3,5
worksheet,black beauty,10,3,5
worksheet,black beauty,11,3,5
worksheet,black beauty,12,3,4
worksheet,black beauty,1,4,2
worksheet,black beauty,2,4,4
worksheet,black beauty,3,4,3
worksheet,black beauty,4,4,3
worksheet,black beauty,5,4,4
worksheet,black beauty,6,4,5
worksheet,black beauty,7,4,5
worksheet,black beauty,8,4,4
worksheet,black beauty,9,4,4
worksheet,black beauty,10,4,4
worksheet,black beauty,11,4,4
worksheet,black beauty,12,4,3
worksheet,black beauty,1,5,2
worksheet,black beauty,2,5,3
worksheet,black beauty,3,5,2
worksheet,black beauty,4,5,3
worksheet,black beauty,5,5,3
worksheet,black beauty,6,5,4
worksheet,black beauty,7,5,4
worksheet,black beauty,8,5,3
worksheet,black beauty,9,5,4
worksheet,black beauty,10,5,4
worksheet,black beauty,11,5,3
worksheet,black beauty,12,5,3
worksheet,black beauty,1,6,1
worksheet,black beauty,2,6,3
worksheet,black beauty,3,6,2
worksheet,black beauty,4,6,2
worksheet,black beauty,5,6,3
worksheet,black beauty,6,6,4
worksheet,black beauty,7,6,4
worksheet,black beauty,8,6,3
worksheet,black beauty,9,6,3
worksheet,black beauty,10,6,3
worksheet,black beauty,11,6,3
worksheet,black beauty,12,6,2
worksheet,brazilian,1,3,3
worksheet,brazilian,2,3,3
worksheet,brazilian,3,3,4
worksheet,brazilian,4,3,3
worksheet,brazilian,5,3,4
worksheet,brazilian,6,3,5
worksheet,brazilian,7,3,4
worksheet,brazilian,8,3,4
worksheet,brazilian,9,3,5
worksheet,brazilian,10,3,2
worksheet,brazilian,11,3,4
worksheet,brazilian,12,3,3
worksheet,brazilian,13,3,5
worksheet,brazilian,14,3,5
worksheet,brazilian,15,3,4
worksheet,brazilian,1,4,2
worksheet,brazilian,2,4,3
worksheet,brazilian,3,4,4
worksheet,brazilian,4,4,3
worksheet,brazilian,5,4,4
worksheet,brazilian,6,4,4
worksheet,brazilian,7,4,4
worksheet,brazilian,8,4,4
worksheet,brazilian,9,4,4
worksheet,brazilian,10,4,2
worksheet,brazilian,11,4,4
worksheet,brazilian,12,4,3
worksheet,brazilian,13,4,5
worksheet,brazilian,14,4,4
worksheet,brazilian,15,4,4
worksheet,brazilian,1,5,2
worksheet,brazilian,2,5,2
worksheet,brazilian,3,5,3
worksheet,brazilian,4,5,2
worksheet,brazilian,5,5,3
worksheet,brazilian,6,5,3
worksheet,brazilian,7,5,3
worksheet,brazilian,8,5,2
worksheet,brazilian,9,5,3
worksheet,brazilian,10,5,1
worksheet,brazilian,11,5,3
worksheet,brazilian,12,5,2
worksheet,brazilian,13,5,4
worksheet,brazilian,14,5,3
worksheet,brazilian,15,5,3
worksheet,brazilian,1,6,1
worksheet,brazilian,2,6,1
worksheet,brazilian,3,6,2
worksheet,brazilian,4,6,2
worksheet,brazilian,5,6,2
worksheet,brazilian,6,6,2
worksheet,brazilian,7,6,2
worksheet,brazilian,8,6,2
worksheet,brazilian,9,6,3
worksheet,brazilian,10,6,1
worksheet,brazilian,11,6,2
worksheet,brazilian,12,6,1
worksheet,brazilian,13,6,3
worksheet,brazilian,14,6,3
worksheet,brazilian,15,6,2
worksheet,charlottes,1,3,1
worksheet,charlottes,2,3,2
worksheet,charlottes,3,3,3
worksheet,charlottes,4,3,1
worksheet,charlottes,5,3,2
worksheet,charlottes,6,3,1
worksheet,charlottes,7,3,2
worksheet,charlottes,8,3,3
worksheet,charlottes,9,3,4
worksheet,charlottes,10,3,4
worksheet,charlottes,1,4,1
worksheet,charlottes,2,4,2
worksheet,charlottes,3,4,3
worksheet,charlottes,4,4,1
worksheet,charlottes,5,4,2
worksheet,charlottes,6,4,1
worksheet,charlottes,7,4,2
worksheet,charlottes,8,4,3
worksheet,charlottes,9,4,4
worksheet,charlottes,10,4,4
worksheet,charlottes,1,5,1
worksheet,charlottes,2,5,1
worksheet,charlottes,3,5,2
worksheet,charlottes,4,5,1
worksheet,charlottes,5,5,2
worksheet,charlottes,6,5,1
worksheet,charlottes,7,5,2
worksheet,charlottes,8,5,2
worksheet,charlottes,9,5,3
worksheet,charlottes,10,5,3
worksheet,charlottes,1,6,1
worksheet,charlottes,2,6,1
worksheet,charlottes,3,6,2
worksheet,charlottes,4,6,1
worksheet,charlottes,5,6,2
worksheet,charlottes,6,6,1
worksheet,charlottes,7,6,2
worksheet,charlottes,8,6,2
worksheet,charlottes,9,6,3
worksheet,charlottes,10,6,3
worksheet,court life,1,3,3
worksheet,court life,2,3,3
worksheet,court life,3,3,4
worksheet,court life,4,3,3
worksheet,court life,5,3,4
worksheet,court life,6,3,5
worksheet,court life,7,3,4
worksheet,court life,8,3,5
worksheet,court life,9,3,5
worksheet,court life,10,3,5
worksheet,court life,11,3,5
worksheet,court life,12,3,5
worksheet,court life,13,3,5
worksheet,court life,1,4,2
worksheet,court life,2,4,2
worksheet,court life,3,4,3
worksheet,court life,4,4,3
worksheet,court life,5,4,3
worksheet,court life,6,4,4
worksheet,court life,7,4,4
worksheet,court life,8,4,5
worksheet,court life,9,4,5
worksheet,court life,10,4,4
worksheet,court life,11,4,4
worksheet,court life,12,4,4
worksheet,court life,13,4,4
worksheet,court life,1,5,2
worksheet,court life,2,5,2
worksheet,court life,3,5,3
worksheet,court life,4,5,2
worksheet,court life,5,5,3
worksheet,court life,6,5,3
worksheet,court life,7,5,3
worksheet,court life,8,5,4
worksheet,court life,9,5,4
worksheet,court life,10,5,3
worksheet,court life,11,5,4
worksheet,court life,12,5,4
worksheet,court life,13,5,4
worksheet,court life,1,6,1
worksheet,court life,2,6,1
worksheet,court life,3,6,2
worksheet,court life,4,6,2
worksheet,court life,5,6,2
worksheet,court life,6,6,2
worksheet,court life,7,6,3
worksheet,court life,8,6,3
worksheet,court life,9,6,3
worksheet,court life,10,6,3
worksheet,court life,11,6,3
worksheet,court life,12,6,3
worksheet,court life,13,6,3
worksheet,DORIAN,1,3,4
worksheet,DORIAN,2,3,4
worksheet,DORIAN,3,3,5
worksheet,DORIAN,6,3,5
worksheet,DORIAN,8,3,4
worksheet,DORIAN,9,3,5
worksheet,DORIAN,10,3,5
worksheet,DORIAN,11,3,4
worksheet,DORIAN,12,3,5
worksheet,DORIAN,13,3,5
worksheet,DORIAN,14,3,5
worksheet,DORIAN,15,3,5
worksheet,DORIAN,16,3,4
worksheet,DORIAN,17,3,3
worksheet,DORIAN,18,3,5
worksheet,DORIAN,19,3,4
worksheet,DORIAN,20,3,4
worksheet,DORIAN,21,3,4
worksheet,DORIAN,22,3,5
worksheet,DORIAN,23,3,5
worksheet,DORIAN,24,3,4
worksheet,DORIAN,25,3,5
worksheet,DORIAN,26,3,5
worksheet,DORIAN,27,3,1
worksheet,DORIAN,28,3,1
worksheet,DORIAN,1,4,3
worksheet,DORIAN,2,4,5
worksheet,DORIAN,3,4,4
worksheet,DORIAN,6,4,5
worksheet,DORIAN,8,4,5
worksheet,DORIAN,9,4,4
worksheet,DORIAN,10,4,5
worksheet,DORIAN,11,4,5
worksheet,DORIAN,12,4,4
worksheet,DORIAN,13,4,4
worksheet,DORIAN,14,4,5
worksheet,DORIAN,15,4,5
worksheet,DORIAN,16,4,5
worksheet,DORIAN,17,4,4
worksheet,DORIAN,18,4,5
worksheet,DORIAN,19,4,4
worksheet,DORIAN,20,4,3
worksheet,DORIAN,21,4,5
worksheet,DORIAN,22,4,4
worksheet,DORIAN,23,4,5
worksheet,DORIAN,24,4,5
worksheet,DORIAN,25,4,4
worksheet,DORIAN,26,4,4
worksheet,DORIAN,27,4,1
worksheet,DORIAN,28,4,1
worksheet,DORIAN,1,5,2
worksheet,DORIAN,2,5,4
worksheet,DORIAN,3,5,3
worksheet,DORIAN,6,5,4
worksheet,DORIAN,8,5,4
worksheet,DORIAN,9,5,4
worksheet,DORIAN,10,5,4
worksheet,DORIAN,11,5,3
worksheet,DORIAN,12,5,4
worksheet,DORIAN,13,5,4
worksheet,DORIAN,14,5,4
worksheet,DORIAN,15,5,5
worksheet,DORIAN,16,5,4
worksheet,DORIAN,17,5,3
worksheet,DORIAN,18,5,4
worksheet,DORIAN,19,5,3
worksheet,DORIAN,20,5,2
worksheet,DORIAN,21,5,3
worksheet,DORIAN,22,5,4
worksheet,DORIAN,23,5,4
worksheet,DORIAN,24,5,4
worksheet,DORIAN,25,5,4
worksheet,DORIAN,26,5,4
worksheet,DORIAN,27,5,1
worksheet,DORIAN,28,5,1
worksheet,DORIAN,1,6,2
worksheet,DORIAN,2,6,3
worksheet,DORIAN,3,6,3
worksheet,DORIAN,6,6,3
worksheet,DORIAN,8,6,3
worksheet,DORIAN,9,6,3
worksheet,DORIAN,10,6,3
worksheet,DORIAN,11,6,2
worksheet,DORIAN,12,6,3
worksheet,DORIAN,13,6,3
worksheet,DORIAN,14,6,4
worksheet,DORIAN,15,6,4
worksheet,DORIAN,16,6,4
worksheet,DORIAN,17,6,3
worksheet,DORIAN,18,6,4
worksheet,DORIAN,19,6,3
worksheet,DORIAN,20,6,2
worksheet,DORIAN,21,6,3
worksheet,DORIAN,22,6,3
worksheet,DORIAN,23,6,4
worksheet,DORIAN,24,6,3
worksheet,DORIAN,25,6,4
worksheet,DORIAN,26,6,3
worksheet,DORIAN,27,6,1
worksheet,DORIAN,28,6,1
worksheet,dreams of a giant life,1,3,2
worksheet,dreams of a giant life,2,3,3
worksheet,dreams of a giant life,3,3,4
worksheet,dreams of a giant life,4,3,5
worksheet,dreams of a giant life,5,3,5
worksheet,dreams of a giant life,6,3,3
worksheet,dreams of a giant life,7,3,3
worksheet,dreams of a giant life,8,3,4
worksheet,dreams of a giant life,9,3,2
worksheet,dreams of a giant life,10,3,4
worksheet,dreams of a giant life,11,3,5
worksheet,dreams of a giant life,12,3,5
worksheet,dreams of a giant life,13,3,4
worksheet,dreams of a giant life,14,3,5
worksheet,dreams of a giant life,15,3,3
worksheet,dreams of a giant life,16,3,3
worksheet,dreams of a giant life,17,3,4
worksheet,dreams of a giant life,18,3,5
worksheet,dreams of a giant life,1,4,2
worksheet,dreams of a giant life,2,4,3
worksheet,dreams of a giant life,3,4,3
worksheet,dreams of a giant life,4,4,4
worksheet,dreams of a giant life,5,4,4
worksheet,dreams of a giant life,6,4,3
worksheet,dreams of a giant life,7,4,3
worksheet,dreams of a giant life,8,4,4
worksheet,dreams of a giant life,9,4,2
worksheet,dreams of a giant life,10,4,3
worksheet,dreams of a giant life,11,4,4
worksheet,dreams of a giant life,12,4,4
worksheet,dreams of a giant life,13,4,4
worksheet,dreams of a giant life,14,4,4
worksheet,dreams of a giant life,15,4,3
worksheet,dreams of a giant life,16,4,2
worksheet,dreams of a giant life,17,4,3
worksheet,dreams of a giant life,18,4,4
worksheet,dreams of a giant life,1,5,2
worksheet,dreams of a giant life,2,5,2
worksheet,dreams of a giant life,3,5,3
worksheet,dreams of a giant life,4,5,3
worksheet,dreams of a giant life,5,5,3
worksheet,dreams of a giant life,6,5,2
worksheet,dreams of a giant life,7,5,3
worksheet,dreams of a giant life,8,5,3
worksheet,dreams of a giant life,9,5,2
worksheet,dreams of a giant life,10,5,3
worksheet,dreams of a giant life,11,5,4
worksheet,dreams of a giant life,12,5,3
worksheet,dreams of a giant life,13,5,3
worksheet,dreams of a giant life,14,5,3
worksheet,dreams of a giant life,15,5,2
worksheet,dreams of a giant life,16,5,2
worksheet,dreams of a giant life,17,5,3
worksheet,dreams of a giant life,18,5,3
worksheet,dreams of a giant life,1,6,1
worksheet,dreams of a giant life,2,6,2
worksheet,dreams of a giant life,3,6,2
worksheet,dreams of a giant life,4,6,3
worksheet,dreams of a giant life,5,6,3
worksheet,dreams of a giant life,6,6,2
worksheet,dreams of a giant life,7,6,2
worksheet,dreams of a giant life,8,6,2
worksheet,dreams of a giant life,9,6,1
worksheet,dreams of a giant life,10,6,2
worksheet,dreams of a giant life,11,6,3
worksheet,dreams of a giant life,12,6,3
worksheet,dreams of a giant life,13,6,3
worksheet,dreams of a giant life,14,6,3
worksheet,dreams of a giant life,15,6,2
worksheet,dreams of a giant life,16,6,1
worksheet,dreams of a giant life,17,6,2
worksheet,dreams of a giant life,18,6,3
worksheet,economics,1,3,3
worksheet,economics,2,3,3
worksheet,economics,3,3,4
worksheet,economics,4,3,4
worksheet,economics,5,3,2
worksheet,economics,6,3,2
worksheet,economics,7,3,4
worksheet,economics,8,3,2
worksheet,economics,10,3,4
worksheet,economics,11,3,5
worksheet,economics,1,4,2
worksheet,economics,2,4,3
worksheet,economics,3,4,3
worksheet,economics,4,4,3
worksheet,economics,5,4,2
worksheet,economics,6,4,2
worksheet,economics,7,4,4
worksheet,economics,8,4,1
worksheet,economics,10,4,3
worksheet,economics,11,4,5
worksheet,economics,1,5,2
worksheet,economics,2,5,2
worksheet,economics,3,5,2
worksheet,economics,4,5,2
worksheet,economics,5,5,2
worksheet,economics,6,5,1
worksheet,economics,7,5,3
worksheet,economics,8,5,1
worksheet,economics,10,5,3
worksheet,economics,11,5,4
worksheet,economics,1,6,1
worksheet,economics,2,6,1
worksheet,economics,3,6,1
worksheet,economics,4,6,2
worksheet,economics,5,6,1
worksheet,economics,6,6,1
worksheet,economics,7,6,2
worksheet,economics,8,6,1
worksheet,economics,10,6,2
worksheet,economics,11,6,3
worksheet,fauntleroy,1,3,2
worksheet,fauntleroy,2,3,3
worksheet,fauntleroy,3,3,4
worksheet,fauntleroy,4,3,2
worksheet,fauntleroy,5,3,3
worksheet,fauntleroy,6,3,4
worksheet,fauntleroy,7,3,2
worksheet,fauntleroy,8,3,2
worksheet,fauntleroy,9,3,5
worksheet,fauntleroy,10,3,2
worksheet,fauntleroy,11,3,5
worksheet,fauntleroy,12,3,3
worksheet,fauntleroy,1,4,2
worksheet,fauntleroy,2,4,3
worksheet,fauntleroy,3,4,4
worksheet,fauntleroy,4,4,2
worksheet,fauntleroy,5,4,2
worksheet,fauntleroy,6,4,4
worksheet,fauntleroy,7,4,2
worksheet,fauntleroy,8,4,1
worksheet,fauntleroy,9,4,4
worksheet,fauntleroy,10,4,1
worksheet,fauntleroy,11,4,5
worksheet,fauntleroy,12,4,3
worksheet,fauntleroy,1,5,1
worksheet,fauntleroy,2,5,2
worksheet,fauntleroy,3,5,3
worksheet,fauntleroy,4,5,1
worksheet,fauntleroy,5,5,2
worksheet,fauntleroy,6,5,3
worksheet,fauntleroy,7,5,1
worksheet,fauntleroy,8,5,1
worksheet,fauntleroy,9,5,4
worksheet,fauntleroy,10,5,1
worksheet,fauntleroy,11,5,4
worksheet,fauntleroy,12,5,2
worksheet,fauntleroy,1,6,1
worksheet,fauntleroy,2,6,2
worksheet,fauntleroy,3,6,2
worksheet,fauntleroy,4,6,1
worksheet,fauntleroy,5,6,1
worksheet,fauntleroy,6,6,2
worksheet,fauntleroy,7,6,1
worksheet,fauntleroy,8,6,1
worksheet,fauntleroy,9,6,3
worksheet,fauntleroy,10,6,1
worksheet,fauntleroy,11,6,4
worksheet,fauntleroy,12,6,2
worksheet,frankenstein,1,3,4
worksheet,frankenstein,2,3,5
worksheet,frankenstein,3,3,5
worksheet,frankenstein,4,3,5
worksheet,frankenstein,5,3,4
worksheet,frankenstein,6,3,5
worksheet,frankenstein,7,3,4
worksheet,frankenstein,8,3,3
worksheet,frankenstein,9,3,4
worksheet,frankenstein,10,3,5
worksheet,frankenstein,11,3,5
worksheet,frankenstein,12,3,5
worksheet,frankenstein,13,3,5
worksheet,frankenstein,14,3,3
worksheet,frankenstein,1,4,4
worksheet,frankenstein,2,4,4
worksheet,frankenstein,3,4,5
worksheet,frankenstein,4,4,4
worksheet,frankenstein,5,4,4
worksheet,frankenstein,6,4,5
worksheet,frankenstein,7,4,4
worksheet,frankenstein,8,4,3
worksheet,frankenstein,9,4,4
worksheet,frankenstein,10,4,5
worksheet,frankenstein,11,4,5
worksheet,frankenstein,12,4,4
worksheet,frankenstein,13,4,5
worksheet,frankenstein,14,4,3
worksheet,frankenstein,1,5,3
worksheet,frankenstein,2,5,4
worksheet,frankenstein,3,5,4
worksheet,frankenstein,4,5,4
worksheet,frankenstein,5,5,3
worksheet,frankenstein,6,5,4
worksheet,frankenstein,7,5,3
worksheet,frankenstein,8,5,2
worksheet,frankenstein,9,5,3
worksheet,frankenstein,10,5,4
worksheet,frankenstein,11,5,5
worksheet,frankenstein,12,5,4
worksheet,frankenstein,13,5,4
worksheet,frankenstein,14,5,2
worksheet,frankenstein,1,6,2
worksheet,frankenstein,2,6,3
worksheet,frankenstein,3,6,3
worksheet,frankenstein,4,6,3
worksheet,frankenstein,5,6,2
worksheet,frankenstein,6,6,3
worksheet,frankenstein,7,6,2
worksheet,frankenstein,8,6,1
worksheet,frankenstein,9,6,2
worksheet,frankenstein,10,6,3
worksheet,frankenstein,11,6,4
worksheet,frankenstein,12,6,4
worksheet,frankenstein,13,6,3
worksheet,frankenstein,14,6,1
worksheet,friendship,1,3,4
worksheet,friendship,2,3,4
worksheet,friendship,3,3,5
worksheet,friendship,4,3,4
worksheet,friendship,5,3,5
worksheet,friendship,6,3,5
worksheet,friendship,7,3,4
worksheet,friendship,8,3,5
worksheet,friendship,9,3,5
worksheet,friendship,10,3,5
worksheet,friendship,11,3,5
worksheet,friendship,12,3,5
worksheet,friendship,13,3,4
worksheet,friendship,14,3,5
worksheet,friendship,1,4,3
worksheet,friendship,2,4,4
worksheet,friendship,3,4,4
worksheet,friendship,4,4,3
worksheet,friendship,5,4,5
worksheet,friendship,6,4,4
worksheet,friendship,7,4,4
worksheet,friendship,8,4,5
worksheet,friendship,9,4,5
worksheet,friendship,10,4,5
worksheet,friendship,11,4,4
worksheet,friendship,12,4,5
worksheet,friendship,13,4,3
worksheet,friendship,14,4,4
worksheet,friendship,1,5,3
worksheet,friendship,2,5,3
worksheet,friendship,3,5,3
worksheet,friendship,4,5,3
worksheet,friendship,5,5,4
worksheet,friendship,6,5,4
worksheet,friendship,7,5,3
worksheet,friendship,8,5,4
worksheet,friendship,9,5,4
worksheet,friendship,10,5,4
worksheet,friendship,11,5,4
worksheet,friendship,12,5,4
worksheet,friendship,13,5,3
worksheet,friendship,14,5,4
worksheet,friendship,1,6,2
worksheet,friendship,2,6,2
worksheet,friendship,3,6,3
worksheet,friendship,4,6,2
worksheet,friendship,5,6,3
worksheet,friendship,6,6,3
worksheet,friendship,7,6,3
worksheet,friendship,8,6,4
worksheet,friendship,9,6,4
worksheet,friendship,10,6,3
worksheet,friendship,11,6,3
worksheet,friendship,12,6,3
worksheet,friendship,13,6,2
worksheet,friendship,14,6,4
worksheet,frost,1,3,4
worksheet,frost,2,3,2
worksheet,frost,3,3,4
worksheet,frost,4,3,2
worksheet,frost,5,3,3
worksheet,frost,6,3,4
worksheet,frost,7,3,3
worksheet,frost,8,3,4
worksheet,frost,9,3,5
worksheet,frost,10,3,4
worksheet,frost,11,3,3
worksheet,frost,12,3,3
worksheet,frost,13,3,4
worksheet,frost,14,3,5
worksheet,frost,15,3,3
worksheet,frost,1,4,3
worksheet,frost,2,4,2
worksheet,frost,3,4,3
worksheet,frost,4,4,2
worksheet,frost,5,4,2
worksheet,frost,6,4,3
worksheet,frost,7,4,3
worksheet,frost,8,4,4
worksheet,frost,9,4,4
worksheet,frost,10,4,4
worksheet,frost,11,4,3
worksheet,frost,12,4,3
worksheet,frost,13,4,4
worksheet,frost,14,4,4
worksheet,frost,15,4,2
worksheet,frost,1,5,3
worksheet,frost,2,5,1
worksheet,frost,3,5,3
worksheet,frost,4,5,1
worksheet,frost,5,5,2
worksheet,frost,6,5,3
worksheet,frost,7,5,2
worksheet,frost,8,5,3
worksheet,frost,9,5,4
worksheet,frost,10,5,3
worksheet,frost,11,5,2
worksheet,frost,12,5,2
worksheet,frost,13,5,3
worksheet,frost,14,5,4
worksheet,frost,15,5,2
worksheet,frost,1,6,2
worksheet,frost,2,6,1
worksheet,frost,3,6,2
worksheet,frost,4,6,1
worksheet,frost,5,6,2
worksheet,frost,6,6,2
worksheet,frost,7,6,2
worksheet,frost,8,6,3
worksheet,frost,9,6,3
worksheet,frost,10,6,3
worksheet,frost,11,6,2
worksheet,frost,12,6,2
worksheet,frost,13,6,3
worksheet,frost,14,6,3
worksheet,frost,15,6,1
worksheet,gatsby,1,3,4
worksheet,gatsby,2,3,4
worksheet,gatsby,3,3,5
worksheet,gatsby,4,3,5
worksheet,gatsby,5,3,4
worksheet,gatsby,6,3,5
worksheet,gatsby,7,3,5
worksheet,gatsby,8,3,4
worksheet,gatsby,9,3,5
worksheet,gatsby,10,3,4
worksheet,gatsby,11,3,5
worksheet,gatsby,12,3,5
worksheet,gatsby,13,3,5
worksheet,gatsby,14,3,4
worksheet,gatsby,15,3,4
worksheet,gatsby,16,3,5
worksheet,gatsby,17,3,5
worksheet,gatsby,18,3,5
worksheet,gatsby,1,4,3
worksheet,gatsby,2,4,3
worksheet,gatsby,3,4,4
worksheet,gatsby,4,4,4
worksheet,gatsby,5,4,3
worksheet,gatsby,6,4,5
worksheet,gatsby,7,4,5
worksheet,gatsby,8,4,4
worksheet,gatsby,9,4,4
worksheet,gatsby,10,4,3
worksheet,gatsby,11,4,4
worksheet,gatsby,12,4,5
worksheet,gatsby,13,4,4
worksheet,gatsby,14,4,3
worksheet,gatsby,15,4,4
worksheet,gatsby,16,4,4
worksheet,gatsby,17,4,5
worksheet,gatsby,18,4,5
worksheet,gatsby,1,5,3
worksheet,gatsby,2,5,3
worksheet,gatsby,3,5,3
worksheet,gatsby,4,5,3
worksheet,gatsby,5,5,3
worksheet,gatsby,6,5,4
worksheet,gatsby,7,5,4
worksheet,gatsby,8,5,3
worksheet,gatsby,9,5,4
worksheet,gatsby,10,5,3
worksheet,gatsby,11,5,4
worksheet,gatsby,12,5,4
worksheet,gatsby,13,5,4
worksheet,gatsby,14,5,3
worksheet,gatsby,15,5,3
worksheet,gatsby,16,5,4
worksheet,gatsby,17,5,4
worksheet,gatsby,18,5,5
worksheet,gatsby,1,6,2
worksheet,gatsby,2,6,2
worksheet,gatsby,3,6,3
worksheet,gatsby,4,6,3
worksheet,gatsby,5,6,2
worksheet,gatsby,6,6,3
worksheet,gatsby,7,6,4
worksheet,gatsby,8,6,3
worksheet,gatsby,9,6,3
worksheet,gatsby,10,6,3
worksheet,gatsby,11,6,3
worksheet,gatsby,12,6,4
worksheet,gatsby,13,6,3
worksheet,gatsby,14,6,3
worksheet,gatsby,15,6,3
worksheet,gatsby,16,6,3
worksheet,gatsby,17,6,4
worksheet,gatsby,18,6,4
worksheet,gibson,1,3,3
worksheet,gibson,2,3,3
worksheet,gibson,3,3,5
worksheet,gibson,4,3,4
worksheet,gibson,5,3,2
worksheet,gibson,6,3,5
worksheet,gibson,7,3,4
worksheet,gibson,8,3,4
worksheet,gibson,9,3,3
worksheet,gibson,10,3,4
worksheet,gibson,11,3,5
worksheet,gibson,12,3,4
worksheet,gibson,13,3,5
worksheet,gibson,14,3,3
worksheet,gibson,15,3,4
worksheet,gibson,16,3,4
worksheet,gibson,17,3,3
worksheet,gibson,1,4,2
worksheet,gibson,2,4,2
worksheet,gibson,3,4,4
worksheet,gibson,4,4,3
worksheet,gibson,5,4,2
worksheet,gibson,6,4,4
worksheet,gibson,7,4,4
worksheet,gibson,8,4,4
worksheet,gibson,9,4,3
worksheet,gibson,10,4,4
